request,cluster,timestamp,app
want data package activate option removed app ?,0,2022-04-26 06:17:02,Dialog
"also tried add credit card payment , continue .",3,2022-04-22 15:22:15,Dialog
use sometimes hang alot.please fix bug issue keep app updated.make time efficient app.anyway app usefull time.keep work going .,4,2022-04-21 19:53:49,Dialog
need optimize app android io .,2,2022-04-21 10:08:52,Dialog
worst network ever used .. slow connection only.i think want change network .,0,2022-04-19 17:41:47,Dialog
make app working huawei device also install huawei device saying instal google play service huawei cant install google play solve,0,2022-04-13 11:01:07,Dialog
good slow try make fast,1,2022-04-13 03:29:43,Dialog
add package telegram plzz,3,2022-04-11 21:06:52,Dialog
avoid app cost dont want watse time !,0,2022-04-04 21:32:53,Dialog
need upgrate .... !,2,2022-04-01 07:14:10,Dialog
always loading still loading hi dialog dont want chat wit ur agent app developer issue u r section,0,2022-03-31 05:47:00,Dialog
please add support run app window subsystem android .,3,2022-03-29 04:15:54,Dialog
"slowest app ever seen network connection whenever power cut happens called g fastest network connection everything upside im going shift hutch service much better dialog yes always application updated version , need update application , need improve keep promising giving reply year never ever see promise carried .",2,2022-03-18 09:22:14,Dialog
"slow , need work",2,2022-03-18 07:17:23,Dialog
make website maintain account .,1,2022-03-14 11:06:12,Dialog
need change app developer immediately .,2,2022-03-14 01:16:13,Dialog
slow issue need fix immediately .,4,2022-03-06 07:36:13,Dialog
"example , find data balance app , normal people need study extra course graph view static view sth .",2,2022-03-05 15:43:35,Dialog
dialog need stop apologizing fix issue ...,4,2022-03-02 06:23:46,Dialog
slow need improve .,2,2022-02-27 16:10:09,Dialog
need improve performance,2,2022-02-27 06:49:59,Dialog
please add function access contact make reloads,3,2022-02-25 07:21:56,Dialog
need improve,2,2022-02-25 00:52:41,Dialog
"user im happy app , , slow sometimes even stuck , , need get action .",2,2022-02-24 08:56:38,Dialog
want see credit balance activate data plan .,0,2022-02-22 14:37:21,Dialog
okay need improve,2,2022-02-20 04:56:41,Dialog
cant youll make work properly,1,2022-02-20 04:56:36,Dialog
app nice use star point need tech nolagy,2,2022-02-12 16:43:28,Dialog
add way save send credit number fixed lkr value user send credit one click .,3,2022-02-03 03:42:08,Dialog
upgrade phone add connection .,3,2022-02-01 18:30:46,Dialog
try make workfast guy !,1,2022-01-28 13:21:46,Dialog
open app want update everytime .......,0,2022-01-24 09:30:23,Dialog
need get little bit time refresh.should optimize refreshing time,2,2022-01-22 05:09:38,Dialog
"ok. wish specific unlimited app added using plan , like creating package unlimited whatsapp , email spotify .",0,2022-01-21 17:16:15,Dialog
"helpful , still problem , need call someone",2,2022-01-19 17:20:25,Dialog
need wait like minute check data balance .,2,2022-01-16 09:47:19,Dialog
"sometimes wont show anything , need reopen app .",2,2022-01-16 09:47:19,Dialog
please make reliable .,1,2022-01-13 10:02:23,Dialog
slow delay reaction hard use .plz make smooth,1,2022-01-12 06:15:38,Dialog
useful slow need improve,2,2022-01-12 05:46:56,Dialog
"please make user friendly one touch go app , every customer time synchronise thing moving .",1,2022-01-11 13:33:24,Dialog
"bad ever want get detail app take time get open , get angry due slow .",0,2022-01-09 19:51:35,Dialog
without updating newer version app doesnt open say need update .,2,2022-01-08 10:36:59,Dialog
u want vanish data buy dialog sim cards.as exmple day ago bought extra month app show used gb day .,0,2022-01-08 03:30:49,Dialog
please add network payment method,3,2022-01-07 12:56:40,Dialog
easy fast need waste time dialog app,2,2021-12-29 14:15:29,Dialog
add new connection using app .,3,2021-12-28 11:45:45,Dialog
want activate data pack immediately app doesnt open .,0,2021-12-28 07:15:39,Dialog
want improve app,0,2021-12-26 08:00:46,Dialog
easy pay bill add additional data ..,3,2021-12-25 12:03:54,Dialog
app taking much time pay recharges urgent.if took click app loading much time go inside.can please increase loading ?,0,2021-12-25 04:21:04,Dialog
need pay home connection payment .,2,2021-12-21 14:16:56,Dialog
want add wifi connection app came something went wrong alert .,3,2021-12-15 14:37:03,Dialog
"want improve , app get time ,",0,2021-12-12 16:30:31,Dialog
need imprive !,2,2021-12-11 14:56:38,Dialog
though need user friendly .,2,2021-12-10 06:13:26,Dialog
would like see user interaction improvement small thing make repeating task easier .,1,2021-12-09 16:41:30,Dialog
need temporally disconnect tv three month reply say visit local store .,2,2021-12-09 02:58:37,Dialog
good app sometimes app work need wix need go online class,2,2021-12-08 15:39:46,Dialog
using app prior pandemic find quite convenient specially add payment method requirement regard dialog taken care .,0,2021-12-04 00:44:44,Dialog
would great could help open operate .,4,2021-11-26 12:05:28,Dialog
app need improve much,2,2021-11-17 18:05:28,Dialog
please make sure upgrade app want good reputation .,1,2021-11-17 07:45:30,Dialog
please fix dont want visit dialog centre pay bill month .,0,2021-11-07 15:37:41,Dialog
need wait hour simple task .,2,2021-11-07 12:13:42,Dialog
wish could give star dont know ...,0,2021-10-28 17:28:03,Dialog
make look minimalist like uber eats instead using heavy graphic slow app !,1,2021-10-24 22:22:37,Dialog
need fix asap .,4,2021-10-20 10:13:05,Dialog
addition slow think need check new update .,2,2021-10-18 15:33:23,Dialog
really need optimize app performance .,2,2021-10-18 14:37:31,Dialog
l want change registered phone number .,0,2021-10-17 15:42:58,Dialog
really want activate time based package app wont open,0,2021-10-12 16:57:23,Dialog
"im using latest update version app , dont feature activate data package .. explain ? ?",0,2021-10-10 16:47:50,Dialog
"stupid people like u , make simple !",1,2021-10-10 16:46:04,Dialog
reloaded r want see gon na work .i lot data use .,0,2021-10-07 22:05:23,Dialog
useful app.but app take time load.can solve problem .,0,2021-10-07 03:44:50,Dialog
"please tell add data card phone via app , used option cant find .",3,2021-10-06 14:35:25,Dialog
something need fix asap .,4,2021-10-06 06:46:19,Dialog
amount showing incorrect paying show amother amount need pay next day going pay .,2,2021-10-06 04:03:31,Dialog
need activate usual package one finger tip .,2,2021-10-03 16:33:57,Dialog
"excellent , bad , make easy",1,2021-10-01 04:06:38,Dialog
"good app , want check data bill easier way",0,2021-09-30 03:01:31,Dialog
really need improve .,2,2021-09-29 11:13:06,Dialog
whats wrong please consider issue,0,2021-09-29 04:35:52,Dialog
best app.i think give track numbers.it important customer .,0,2021-09-28 23:11:10,Dialog
need fix reload done bug app also loading refersh time much,4,2021-09-27 21:13:17,Dialog
hi dialog please specifically tell measure taken improve responseloading time new version app .,2,2021-09-26 05:02:52,Dialog
imagine service ...,2,2021-09-23 12:06:54,Dialog
"much smooth experience , especially want payment without wasting much time",0,2021-09-21 02:41:41,Dialog
want activate channel app cant min .,0,2021-09-19 14:30:54,Dialog
want remove disabled connection app option available via app .,0,2021-09-19 08:02:20,Dialog
dont need keep customer service .,2,2021-09-18 16:57:01,Dialog
high expensive need provide service reasonable price customer .,2,2021-09-18 04:34:33,Dialog
dialog always try improve service capacity telecommunication providers.i wish ..,2,2021-09-17 18:34:44,Dialog
wonderful app helping u coren time critical situation easy reload get communication customer care convenrant place day taking lot loading time hard make fast,0,2021-09-16 02:46:41,Dialog
wish dialog increase uploading speed .,0,2021-09-15 14:25:57,Dialog
slow connection need fix problem whatsapp number making u crazy .,4,2021-09-15 10:36:53,Dialog
need tell feel app .,2,2021-09-15 07:33:01,Dialog
still need improve,2,2021-09-14 17:44:49,Dialog
enough data balance ... need reload low credit data .,2,2021-09-13 18:54:36,Dialog
please add facility activating channel per one month .,3,2021-09-13 17:31:45,Dialog
please balance checking sm code back even update app need use slt wifi .,2,2021-09-13 14:01:46,Dialog
better add dark mode,3,2021-09-13 10:53:25,Dialog
cant open app help open .....,0,2021-09-11 19:55:29,Dialog
easy use service ... please add dark theme ....,3,2021-09-07 14:37:28,Dialog
always hanging slow showing system error rd time im uninstalling installing app suddenly app closing automatically many app suck update upgrade app please notice one thing sri lanka ever use mobile phone used eligibility per cost brand gb ram gb ram gb ram gbram everyone eligibility buy gb ram android make use everyone,0,2021-09-06 07:12:13,Dialog
one add feature could activate unlimited plan via debit card .,3,2021-09-06 02:52:59,Dialog
jsut want view data usage .,0,2021-09-04 21:20:31,Dialog
time app maintenance system failure dont want talk ping dialog user thats whole different topic .,0,2021-09-04 09:39:06,Dialog
exhausting always select connection need see wait till load find way change primary connection app wont let delete existing primary connection asking set another connection primary .,3,2021-09-04 08:39:46,Dialog
please add pack app .,3,2021-09-01 11:22:43,Dialog
totally worst.like scam.app loading slow ... last review.but today updated dialog app problem still doesnt fixed.no need explain dont like contact customs.bcz custom never helped much ..,0,2021-08-31 01:07:03,Dialog
please add customer complain option submit customer complains service app .,3,2021-08-29 13:12:00,Dialog
stupid app doesnt work cant check data balance keep asking like add account add account say already added .,3,2021-08-27 11:51:34,Dialog
pls include coverage calculated existing location request connection via app .,0,2021-08-26 08:39:27,Dialog
want deactivate data package .,0,2021-08-26 07:05:38,Dialog
right want use .,0,2021-08-26 05:15:09,Dialog
slow.plz make fast,1,2021-08-25 17:07:02,Dialog
app good slow working need activate data .,2,2021-08-25 15:11:08,Dialog
"please look technical aspect new version , especially android device .",0,2021-08-25 14:29:31,Dialog
need activate pata package doest show .,2,2021-08-25 14:26:42,Dialog
app slow work fine would like dark mode would really cool,4,2021-08-25 10:36:44,Dialog
need know wrong new build .. appreciate early response .,2,2021-08-25 06:24:30,Dialog
dialog app work .. turn opened .. know ?,0,2021-08-25 03:11:43,Dialog
know need ?,2,2021-08-23 14:27:51,Dialog
need add data immediately,3,2021-08-23 14:27:51,Dialog
automatically getting closed .. please suggest way resolve asap,0,2021-08-23 09:06:56,Dialog
"like , somethings want updated .",0,2021-08-22 19:49:44,Dialog
"app slow , pls make smooth",1,2021-08-20 18:30:15,Dialog
dialog network slow please make fast,1,2021-08-20 15:47:05,Dialog
please make faster .,1,2021-08-20 13:33:08,Dialog
yourll please give new version huawei app gallery .,0,2021-08-20 02:05:05,Dialog
app load age balance detail load age want activate service keep loading .,0,2021-08-18 09:40:35,Dialog
cant give star also strictly need give star otherwise cant share message .,0,2021-08-17 05:57:33,Dialog
"one problem data cant go dialog app recharge doesnt work data , wish guy consider making dialog app work without data also",0,2021-08-16 10:27:01,Dialog
need wait nearl second open .,2,2021-08-09 10:39:27,Dialog
appreciate guy giving customer option transaction via app try make little streamline bearable .,1,2021-08-06 04:49:23,Dialog
grat dialog make better service,1,2021-07-28 12:28:54,Dialog
"user dont need lot theme , need task quickly .",2,2021-07-21 15:46:05,Dialog
"pls make faster bloody slow , there error pop always app doesnt function .",1,2021-07-21 09:33:19,Dialog
good one slow please make fast,1,2021-07-19 14:54:35,Dialog
dialog slow connection.can give u external antenna,0,2021-07-19 04:14:19,Dialog
please consider speed app bug slow irritating u using.and try attach primary connection changing option .. want change primary connection uninstall app reinstall ..,0,2021-07-16 01:23:02,Dialog
bad take lot time open .. always need add connection uninstall install,3,2021-07-14 19:42:24,Dialog
dont know need say star plzzz internet slow get star,0,2021-07-13 15:57:37,Dialog
verry slow ... need quick every one .... previouse version good quick activate package ....,2,2021-07-13 14:01:11,Dialog
need optimized app low end phone,2,2021-07-13 10:01:50,Dialog
nice app dont know time app get move one page page considerable .. please make faster .,0,2021-07-13 07:15:05,Dialog
"want recharge mobile , walk shop far km buy card , walk back home , scrach card reacharge using .",0,2021-07-09 06:40:53,Dialog
"worst app ever use , fix issue soon .",4,2021-07-08 09:05:32,Dialog
extremely slow app ... annoying use app .... please make better ...,1,2021-07-08 02:18:20,Dialog
"make simple , like way simple .",1,2021-07-06 11:59:36,Dialog
"worst app ive installed.previous app gold this.this take mint load.always something went wrong apperas.when want something online , day .. dialog customer several years.but point using router network without easy .. hell many time .. pls make arrangement download prevoius app .. dont need lot option .. rate ?",0,2021-07-04 06:37:21,Dialog
better get cx act together want keep market share .,0,2021-07-03 12:49:47,Dialog
"hey guy , u seriously need take good look app .",2,2021-06-28 12:17:54,Dialog
"dialog app slow , anyone need reload urgently wait time ..",2,2021-06-24 17:19:07,Dialog
guy genuinely need hire someone better fix app downright shameful guy dont record payment get data cancelled .,0,2021-06-24 12:20:07,Dialog
"app take much time launch loading , need fix .",4,2021-06-23 22:18:39,Dialog
please add share data option,3,2021-06-23 01:48:04,Dialog
badd app package,0,2021-06-19 02:22:09,Dialog
dont want trust dialog company .,0,2021-06-18 15:48:10,Dialog
"worst experience today , dont want worst experience .",0,2021-06-18 15:48:10,Dialog
"excellent , please tell much dialog charge payment google gmail extended gmail memory .... one month google charge dialog",0,2021-06-16 14:41:38,Dialog
need contact assist srilankan worst network !,2,2021-06-15 02:47:10,Dialog
good bug need fix,4,2021-06-14 10:11:10,Dialog
come guy make lite .,1,2021-06-10 14:49:17,Dialog
try make little better like slt .,1,2021-06-10 06:37:00,Dialog
say unfortunately dialog app stopped working please fix issue need activate package pay bill,4,2021-06-07 16:46:05,Dialog
application useful.but think need improve processing speed .,2,2021-06-07 12:21:20,Dialog
need go upstairs get signal .,2,2021-06-04 05:15:12,Dialog
please give u old app funtionalities .. thes new version getting worst every update ..,0,2021-06-02 13:14:28,Dialog
please add unlimited package hbb package activation menu .,3,2021-05-31 02:40:37,Dialog
"annoying use mobile web portal activate edit easy add netflix , unlimited , work learn package package activation menu",3,2021-05-31 02:40:37,Dialog
please add genie payment option well ..,3,2021-05-28 06:56:42,Dialog
please add without nic number ?,3,2021-05-28 06:01:54,Dialog
please add dark mode,3,2021-05-24 18:53:11,Dialog
app need develop please fix bug slow irritate user expierience please fix problem,4,2021-05-24 10:39:42,Dialog
"sorry say honestly im satisfied app , yall need many change customer wait hour come live chat option , customer give one , also wifi billing cycle related detail account completely wrong , sometimes show detail previous billing cycle .",2,2021-05-20 20:53:36,Dialog
want update app due new unfrendly user interface .. today update since old version app data loading ... need explanation .. new interface suck ..,0,2021-05-15 04:34:00,Dialog
cant add another connection nic,3,2021-05-15 03:20:46,Dialog
hard rely server even little rain go order.past two week twice went off.when want file complain hard get connected hot line .,0,2021-05-10 01:22:43,Dialog
please add data sharing service,3,2021-04-30 18:07:00,Dialog
need improve lot .,2,2021-04-30 05:23:39,Dialog
"app slow , give reason , make",1,2021-04-29 12:47:41,Dialog
pay bill l dont want wsste time,0,2021-04-28 05:08:39,Dialog
want add whatsapp,3,2021-04-26 08:21:38,Dialog
annoying app ever always need updated,2,2021-04-26 02:58:02,Dialog
"requested user year , atleast introduced laggy ui revamp .",0,2021-04-25 19:45:05,Dialog
dont need reply message .,2,2021-04-25 07:49:26,Dialog
"concept simple powerful enough , user need see detail time , dashboard application updating user important detail , taking user various component time take render load data ui .",2,2021-04-24 15:46:01,Dialog
bad app ... want open app .. wait time.not user friendly.always system error,0,2021-04-23 15:47:39,Dialog
"old version better this.if opend chance showing plz wait screen well yeah need wait , whatever say , wont open keep showing plz wait screen .",2,2021-04-20 12:43:42,Dialog
need fine tune end app .,2,2021-04-19 13:23:15,Dialog
lot people thought team need give discount gift dialog user .,2,2021-04-16 14:01:49,Dialog
need fix lot issue new loom .,4,2021-04-16 11:02:41,Dialog
need download apps tooo slow connection .,2,2021-04-15 09:25:27,Dialog
update app make easy customer made complicated .,1,2021-04-15 04:35:18,Dialog
please add dark mode,3,2021-04-15 04:11:23,Dialog
either make light optimised dont charge data app usage .,0,2021-04-15 02:28:16,Dialog
gud need fix bug,4,2021-04-14 18:19:45,Dialog
couldnt add account waste app ..,3,2021-04-14 04:15:13,Dialog
need improve package hard find,2,2021-04-12 05:33:10,Dialog
please change light theme dark .,3,2021-04-11 00:09:23,Dialog
app isnt show data balance bill correctly please make right.as soon possible ...,1,2021-04-10 16:18:10,Dialog
"piece junk , need update every damn month",2,2021-04-09 05:41:24,Dialog
payment cant done wish .,0,2021-04-05 13:58:20,Dialog
need close app restart .. better set easy way check currently activated package particular contact number ..,2,2021-04-04 05:14:24,Dialog
make one,1,2021-04-03 14:15:01,Dialog
could make payment using credit card ... need fix,4,2021-04-02 16:26:28,Dialog
longer save credit card info type info every time want reload .,0,2021-04-02 15:35:20,Dialog
explain force ad home screen im using app ? ?,0,2021-04-02 11:00:32,Dialog
tell detail ?,2,2021-03-31 14:29:16,Dialog
"would like tamil channel , vijay super , adithya tv , raj tv etc",0,2021-03-28 16:16:07,Dialog
would like option saving least number constantly need reload others .,4,2021-03-28 10:02:08,Dialog
hey think add unlimited anytime data package rupee,3,2021-03-26 08:46:00,Dialog
fix problem ?,4,2021-03-24 11:38:36,Dialog
"specially , need update data card .",2,2021-03-23 09:58:02,Dialog
"please add support login usig user id password dialog web , otherwise inconvenient add account time purchase new phone reset phone .",3,2021-03-20 09:31:06,Dialog
"review made google playstore , mechanism capture developer team .",1,2021-03-20 09:31:06,Dialog
make fast,1,2021-03-16 21:48:31,Dialog
app slow would best team could make faster loading making payment fine,4,2021-03-15 04:36:26,Dialog
practically unusable please fix bug.i want deactivate package cant,4,2021-03-14 02:36:33,Dialog
want waste mb must download app worst app ever seen life please remove app playstore.i irritated alot,0,2021-03-10 07:30:33,Dialog
bug need fixed .,2,2021-03-09 07:06:52,Dialog
"super app , sometimes work badly wish new update better old one",0,2021-02-27 01:27:04,Dialog
payment option working anymore tried add another card .,3,2021-02-22 14:03:03,Dialog
would like thanks dialog team .,4,2021-02-15 09:07:44,Dialog
need activate data add package im trying day app isnt loading .,3,2021-02-09 17:32:04,Dialog
"sudden error , need uninstall app install ...",2,2021-02-08 14:48:37,Dialog
like app make work easily small request make package tik tok please,1,2021-02-06 06:16:37,Dialog
usefull need buy card shop anymore ..,2,2021-02-01 06:15:21,Dialog
please make lighter .,1,2021-01-30 19:10:04,Dialog
useless app always loading data .. plz kind enough make better way .... big company dialog even could afford keep good developer customer .... bad reputation telecommunication .... people never delay deduct due charge never pay service way .... plz look,0,2021-01-29 14:27:17,Dialog
useful.no need call agent every time.add option useful .,2,2021-01-29 04:11:50,Dialog
even loading check anything want .,0,2021-01-28 21:23:44,Dialog
appreciate fact need perform frequent check make sure everything order .,1,2021-01-26 04:23:10,Dialog
"regret using dialog , soon possible change network.in past dialog good service bitter.i think wish vanish dialog sri lanka.service .i much unsatisfied .",0,2021-01-25 03:01:28,Dialog
need ak dailog mydialog app .,2,2021-01-24 11:07:28,Dialog
need fix performance issue .,4,2021-01-22 18:38:51,Dialog
make user friendly .,1,2021-01-22 14:25:25,Dialog
", hard need check balance .",2,2021-01-22 05:26:05,Dialog
app date still say need update .,2,2021-01-22 05:20:36,Dialog
"also would like one request dialog , develop service share ourany time data onther diolog user .. might useful service u .",0,2021-01-21 06:27:42,Dialog
"like mobitel , please add instagram unlimited social medium package another unlimited plan instagram moved mobitel cuz inta unlimited plan",3,2021-01-21 04:13:07,Dialog
give bonus use app,0,2021-01-17 13:17:56,Dialog
"last time used app payment , notice oops something went wrong.i tried several time couldnt make",1,2021-01-16 02:29:28,Dialog
app amazing fantastic app make money transaction easy would like may darkmode feature future,1,2021-01-12 12:59:35,Dialog
please make better .,1,2021-01-09 17:43:04,Dialog
everything need manage connection finger tip .,2,2021-01-07 08:17:51,Dialog
"make connection currently app link email account everytime switch phone add connection one one , thats annoying .",3,2021-01-04 14:10:21,Dialog
cant add anyone shareable data,3,2021-01-02 02:28:50,Dialog
need friendly .,2,2020-12-31 15:27:37,Dialog
need careful online payment deactivating pack .,2,2020-12-24 12:29:52,Dialog
want improve,0,2020-12-23 17:07:31,Dialog
"need improve , spend time make payment via debit card .",2,2020-12-22 05:38:42,Dialog
cant top garena free fire becorse useing emuletor need make change also solve problam top sim card mobile phorn,2,2020-12-16 05:26:43,Dialog
uninstall reinstall app alway want access .,0,2020-12-12 13:48:25,Dialog
need able add device,3,2020-12-09 14:35:09,Dialog
terrible service took hour get recharge app worst customer service u need improve app,2,2020-12-04 15:15:06,Dialog
overall app better improved thing like user friendly,0,2020-12-03 08:31:10,Dialog
need improve ...,2,2020-12-02 10:53:48,Dialog
"loading slow , need rectified .",2,2020-12-01 14:50:00,Dialog
"gmail get pin , filling detail reset instantly need filled .",2,2020-12-01 04:17:28,Dialog
"good app lot thing want change , sometimes wasnt load anything , lot maintenance every month , sometime inform lot time .",0,2020-11-30 18:52:08,Dialog
"good one thing need repair , u use rowter show different different bill amount till bill period make u feel quite uncomfortable .",1,2020-11-30 15:35:45,Dialog
never work want use ..,0,2020-11-29 05:43:39,Dialog
want check data usage always app said working,0,2020-11-28 04:08:46,Dialog
dailog deduct nothing .they said technical error .when buy said user poor network .. need asked allow medium photo .,2,2020-11-27 21:24:11,Dialog
whats wrong app tried recharge many time since day loading showing money balance also add number problem ?,3,2020-11-26 05:31:50,Dialog
guy lengthy app maintenance almost night ?,0,2020-11-25 20:14:43,Dialog
", option like , need add credit card additional number , error time .",3,2020-11-25 06:03:03,Dialog
someone need reload thire credit .,2,2020-11-14 05:12:38,Dialog
given u date outstanding balance .,0,2020-11-12 14:17:15,Dialog
need remind .,2,2020-11-12 08:21:38,Dialog
unable save card detail every time need retype payment detail making payment,2,2020-11-12 05:49:13,Dialog
pplease add otp function quick pay facility ... otherwise sometimes unnecessary amount pay accidentally ...,3,2020-11-11 12:12:15,Dialog
"wait dont want rate app even one star , sm promotion data bundle dialog tv , cant figure app bug ?",0,2020-11-08 06:06:33,Dialog
"sometimes want open app , im greeted message app currently service maintenance purpose .",0,2020-11-05 19:01:00,Dialog
please add signal coverage problem complaining option column,3,2020-11-05 16:21:07,Dialog
"ok saving debit card app , need click quick pay amount .",2,2020-11-02 05:03:21,Dialog
want give network star .,0,2020-10-25 17:41:55,Dialog
would like give family member going switch mobitel .,4,2020-10-25 17:41:55,Dialog
wish great arrangement clear coverage supply .,0,2020-10-25 10:11:49,Dialog
lowest speed connection make angry irritating really need improve dont give nonsense data package,2,2020-10-21 08:12:37,Dialog
good app problem please add cradit card save option ..,3,2020-10-20 15:19:50,Dialog
need get bill enter manually .,2,2020-10-18 06:37:13,Dialog
need show rating dialog service .,2,2020-10-16 20:51:22,Dialog
fix .,4,2020-10-15 15:12:42,Dialog
"agent reply delay , ask one question need get answer , wait time page agent delay .",2,2020-10-11 22:21:50,Dialog
want know much pay wifi wanted message english nothing happened,0,2020-10-10 06:48:17,Dialog
great please add feature activate voice package like eg package .,3,2020-10-09 14:25:28,Dialog
"dear sirmadam , kindly would like inform im using network year day area coverage poor even want talk get house lodged complaint regarding issue many time team unfortunately still yet resolved issue .",0,2020-10-07 13:22:02,Dialog
want pay automatically go genie .,0,2020-10-06 16:57:24,Dialog
ive reloaded dialog app debit card also saved debit card detail reload wasnt show need feed whole detail,2,2020-09-27 20:32:24,Dialog
need improve speed .,2,2020-09-19 13:50:50,Dialog
cant guy make reliable fast !,1,2020-09-16 20:11:29,Dialog
please add new gb free data package christmas .,3,2020-09-12 06:38:46,Dialog
"app good bad experience app speed , lot bug need improve asa give",2,2020-09-09 03:08:47,Dialog
need deactivate value add service .,3,2020-09-07 14:49:27,Dialog
add apdate set wifi data usage limit ... user manualy,3,2020-09-06 06:29:08,Dialog
hope would make situation check connection issue area dont switch another network order peaceful communication device .,4,2020-09-03 17:15:50,Dialog
every time app update need add debate card need go bank .,2,2020-08-12 15:23:34,Dialog
need activate time based package .,2,2020-08-10 13:41:36,Dialog
use app right super helpful even year old phone im still.rocking app yes constant update skip carry work update want sometimes messed time data package time end right time well done dialog,0,2020-08-06 07:52:40,Dialog
need fixed,2,2020-08-05 04:56:15,Dialog
wish app available huawei app store soon .,0,2020-08-01 13:38:36,Dialog
add option see device connected router,3,2020-07-31 13:54:30,Dialog
dont need run ad .,2,2020-07-31 00:09:27,Dialog
need update like twice month ?,2,2020-07-28 18:48:05,Dialog
make service better .,1,2020-07-27 22:29:58,Dialog
working data pakege dailog app page work please make correct ok thanks making,1,2020-07-27 12:21:10,Dialog
give dark mode option ?,3,2020-07-26 17:18:29,Dialog
tell change date call history,2,2020-07-24 11:08:02,Dialog
need get issue rectified .,2,2020-07-24 06:01:52,Dialog
many connection problems.please solve issue.i freefire player cant play game loss signal dialog.can understand me.i understand matter .,0,2020-07-23 16:53:35,Dialog
want something app way maintain problem reload system dont work,0,2020-07-22 18:25:43,Dialog
"think whenever want know much phone bill looking outstanding balance mainly , need know much owe dialog , dialog show bill last month find annoying ... hope would provide detail info bill ...",0,2020-07-22 06:14:53,Dialog
please let use data bundle wish ... dont want pay unused night time data ...,0,2020-07-20 00:47:45,Dialog
please consider problem .,3,2020-07-18 07:45:19,Dialog
customer need call dialog inform bill paid .,2,2020-07-18 03:17:50,Dialog
please add newly released tamil movie hindi movie,3,2020-07-17 06:17:54,Dialog
"first , explain trying access location time time .",0,2020-07-11 03:22:25,Dialog
update every single time want use app ?,0,2020-07-02 03:17:32,Dialog
"app asking storage permission mandatory , need setup profile pic , set option skip permission",2,2020-07-01 10:05:06,Dialog
bad connection ... g poor connection ... u need fix .. sometimes data charge incredibly high ...,4,2020-06-29 11:56:10,Dialog
please add dark mode app ..,3,2020-06-24 11:43:23,Dialog
please add alternative method verify creditdebit card .,3,2020-06-23 19:56:29,Dialog
nice need improved .,2,2020-06-23 06:59:48,Dialog
need stop subscribed value phon,2,2020-06-23 05:07:53,Dialog
need improve,2,2020-06-18 16:40:19,Dialog
"want separate day night data , must adjust day time a.m. p.m. night time must p.m. a.m. given gb free data prepaid user .",0,2020-06-15 14:21:30,Dialog
"good app plz add airtel , mobital reload",3,2020-06-12 11:50:25,Dialog
add refresh button please .,3,2020-06-12 11:12:03,Dialog
please add feature view app usage history wifi ?,3,2020-06-10 20:20:58,Dialog
"could please add feature , itll really useful .",3,2020-06-10 20:20:58,Dialog
"good , please add dark mode",3,2020-06-07 17:38:14,Dialog
every time want reload.the app always maintanance.disapointed,0,2020-06-06 20:54:59,Dialog
actually update dont know say need update doesnt show option notnow,2,2020-06-06 10:12:51,Dialog
responsible maintain app .,0,2020-03-23 10:17:56,Dialog
need say app .should fix bug connection slow need correct update,4,2020-03-23 09:34:21,Dialog
wish could give star,0,2020-03-22 19:16:26,Dialog
need improve,2,2020-02-06 08:49:56,Dialog
bad need update tube app user friendly proceed,2,2020-01-30 22:58:10,Dialog
would great facility make online payment .,4,2020-01-30 14:26:51,Dialog
want know stop saving call log app,0,2020-01-22 13:14:26,Dialog
please add connection pre used,3,2020-01-02 04:56:19,Dialog
good app need improve loading time,2,2019-12-28 17:20:28,Dialog
hi app good .. allow access app even bill disconnected ?,0,2019-12-19 13:20:32,Dialog
add feature toggle primary number stupid app .,3,2019-12-06 15:48:15,Dialog
"great app also dialog super fast , miss unlimited time browse internet package , please add package dialog , waiting dialog always",0,2019-12-01 14:24:51,Dialog
love this.its easyer works.but take time loading.can fix awsome .,4,2019-11-19 21:03:54,Dialog
please add functionality main purpose use app .,3,2019-11-15 06:07:15,Dialog
please add dark mode,3,2019-10-31 15:00:04,Dialog
"useful , faced many problem recent time , , need fix error",4,2019-10-28 12:43:53,Dialog
want activate package reload recharge package activate plan .,0,2019-10-24 17:57:33,Dialog
give timebased unlimited data pakeges.it useful,0,2019-10-15 13:39:26,Dialog
need use !,2,2019-10-07 10:26:12,Dialog
one thing need ask getting lord reload mega wasana ?,2,2019-10-05 09:45:57,Dialog
many time u need ? ? ?,2,2019-09-24 18:22:49,Dialog
waste money dialog customer past year one worst ever service coverage attitude valuof money zero ... special come service part customer care ... dont want .,0,2019-09-23 10:03:05,Dialog
app always need update ....,2,2019-09-20 15:18:25,Dialog
need go customer service centre manage service ..,2,2019-09-19 07:57:56,Dialog
make lot simpler user friendly .,1,2019-09-12 03:21:20,Dialog
please add facility ...,3,2019-08-30 17:24:09,Dialog
dont want update .,0,2019-08-20 08:15:58,Dialog
"need improvement , view usage amount baance amount.make asap .",1,2019-08-13 02:24:58,Dialog
would great fix issue !,4,2019-08-08 18:57:39,Dialog
easy handle connection wish ....,0,2019-08-04 03:42:48,Dialog
"slow loading , need descriptive",2,2019-07-20 06:18:49,Dialog
watching youtube suddenly g network crashed need restart ny device get coverage back .. plz fix,4,2019-07-15 16:11:55,Dialog
also would like inform reported trincomalee office response anyone dialog,4,2019-07-12 15:07:57,Dialog
